patent_id,year,title,abstract,status,is_genuine_ai,false_positive_reason,ai_technique,application_domain,data_modality,innovation_orientation,core_ai_task,contribution_type,training_paradigm,is_llm_related,confidence,reasoning,v4_is_genuine_ai,v4_ai_technique,v4_innovation_orientation,raw_response
190-478-854-704-208,2022.0,MEMORY GRAPHICS PROCESSING UNIT,"Memory graphics processing units (GPUs) are provided. In one aspect, a GPU for massive parallel processing of at least part of an image includes a plurality of pixel processing cores, each of the pixel processing cores configured to process a pixel of the image, and each of the pixel processing core...",success,False,The patent describes a hardware architecture for graphics processing without involving AI/ML methods.,,,,,,,,False,high,The invention focuses on hardware design for image processing rather than AI techniques.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a hardware architecture for graphics processing without involving AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention focuses on hardware design for image processing rather than AI techniques.""
}"
167-660-796-896-543,2022.0,Creating a cinematic storytelling experience using network-addressable devices,Systems and methods are provided for creating a cinematic storytelling experience. A user a user selection of a story is received from a client device. User input to initiate verbal recitation of the selected story is received. Correspondence between the verbal recitation and at least one keyword is...,success,False,The patent describes a system for storytelling that uses user input and device interaction without a core AI/ML learning component.,,,,,,,,False,low,"The invention does not primarily involve AI techniques or methods, focusing instead on user interaction and device coordination.",False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a system for storytelling that uses user input and device interaction without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""low"",
  ""reasoning"": ""The invention does not primarily involve AI techniques or methods, focusing instead on user interaction and device coordination.""
}"
008-406-277-098-188,2022.0,VALUE-BASED DATA TRANSMISSION IN AN AUTONOMOUS VEHICLE,"Value-based data transmission in an autonomous vehicle, comprising: acquiring sensor data from a plurality of sensors of the autonomous vehicle, the sensor data comprising a plurality of portions; determining, for each portion of the sensor data, a value based on one or more objects identified in th...",success,False,The patent focuses on data transmission and sensor data management without a core AI/ML learning component.,,autonomous_systems,sensor_tabular,,,,,False,high,The innovation primarily addresses data transmission strategies rather than introducing a novel AI technique or method.,True,reinforcement_learning,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent focuses on data transmission and sensor data management without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": ""autonomous_systems"",
  ""data_modality"": ""sensor_tabular"",
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation primarily addresses data transmission strategies rather than introducing a novel AI technique or method.""
}"
037-267-974-176-748,2023.0,ADS PERCEPTION SYSTEM PERCEIVED FREE-SPACE VERIFICATION,A free space-verification system and a method performed by a free-space verification system and for supporting and/or providing confidence in that a perception system of an ADS of a vehicle detects presence of objects. The system obtains sensor data of vehicle surroundings; generates perception data...,success,False,The patent describes a system for verifying free space using sensor data without a core AI/ML learning component.,,autonomous_systems,sensor_tabular,,,,,False,high,The invention focuses on sensor data processing for free-space verification rather than a novel AI technique or learning method.,True,computer_vision_cnn,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a system for verifying free space using sensor data without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": ""autonomous_systems"",
  ""data_modality"": ""sensor_tabular"",
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention focuses on sensor data processing for free-space verification rather than a novel AI technique or learning method.""
}"
059-695-098-834-016,2023.0,Unsupervised depth prediction neural networks,"A system for generating a depth output for an image is described. The system receives input images that depict the same scene, each input image including one or more potential objects. The system generates, for each input image, a respective background image and processes the background images to ge...",success,True,,neural_network_general,computer_vision_imaging,image_video,applied,prediction,algorithmic,unsupervised_selfsupervised,False,high,"The patent describes a specific application of neural networks for depth prediction in images, indicating an applied innovation orientation.",True,neural_network_general,applied,"{
  ""is_genuine_ai"": true,
  ""false_positive_reason"": null,
  ""ai_technique"": ""neural_network_general"",
  ""application_domain"": ""computer_vision_imaging"",
  ""data_modality"": ""image_video"",
  ""innovation_orientation"": ""applied"",
  ""core_ai_task"": ""prediction"",
  ""contribution_type"": ""algorithmic"",
  ""training_paradigm"": ""unsupervised_selfsupervised"",
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The patent describes a specific application of neural networks for depth prediction in images, indicating an applied innovation orientation.""
}"
007-236-086-722-237,2023.0,Cloud-controlled vehicle security system,Incidents may be monitored using a camera in response to an activation of a trigger device. Trigger data may be received over a communication network in response to activation of a trigger device disposed within a first area of a vehicle. A camera disposed within a second area of the vehicle may be ...,success,False,The patent describes a vehicle security system that uses cameras and trigger devices without a core AI/ML learning component.,,,,,,,,False,high,The invention primarily focuses on monitoring and alerting mechanisms rather than AI-driven decision-making or learning.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a vehicle security system that uses cameras and trigger devices without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention primarily focuses on monitoring and alerting mechanisms rather than AI-driven decision-making or learning.""
}"
015-325-725-937-061,2023.0,SYSTEM AND METHOD OF PRESENTATION OF ONLINE FINANCIAL REPORT,The present disclosure relates to a statement presentation system. The statement presentation system may include a computer-readable storage medium that may be configured to store executable modules. The computer-readable storage medium may include a statement browser that may be configured to recei...,success,False,The patent describes a system for presenting financial reports without involving AI/ML methods.,,finance_business,,,,,,False,high,"The invention focuses on a presentation system for financial statements, which does not involve AI techniques.",False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a system for presenting financial reports without involving AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": ""finance_business"",
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention focuses on a presentation system for financial statements, which does not involve AI techniques.""
}"
129-213-873-654-036,2023.0,MANUFACTURING METHOD AND INSPECTION METHOD OF SEMICONDUCTOR DEVICE,Provided is a manufacturing method of a semiconductor device having a semiconductor substrate. The manufacturing method includes forming an interlayer insulating film above the semiconductor substrate; forming a metal electrode above the interlayer insulating film; acquiring an image of the metal el...,success,False,The patent describes a manufacturing and inspection method for semiconductor devices that uses image acquisition and defect detection but does not involve a genuine AI/ML learning component.,,industrial_manufacturing,image_video,,,,,False,high,The invention focuses on a manufacturing process rather than a novel AI technique or application.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a manufacturing and inspection method for semiconductor devices that uses image acquisition and defect detection but does not involve a genuine AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": ""industrial_manufacturing"",
  ""data_modality"": ""image_video"",
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention focuses on a manufacturing process rather than a novel AI technique or application.""
}"
015-928-242-370-980,2023.0,OPTICAL COMPONENT WITH AN ENCAPSULATED METASURFACE AND METHOD FOR MANUFACTURING SUCH A COMPONENT,"A metasurface optical component including a first substrate, a set of subwavelength structures for forming a metasurface optic and a layer, referred to as an encapsulation layer, that is substantially parallel to the surface of the first substrate, the encapsulation layer being spaced apart from the...",success,False,The patent describes an optical component and manufacturing method without any AI or ML techniques involved.,,,,,,,,False,high,The invention is focused on optical components and does not involve AI methods.,False,not_applicable,fundamental,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes an optical component and manufacturing method without any AI or ML techniques involved."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention is focused on optical components and does not involve AI methods.""
}"
150-523-915-347-224,2023.0,Method and system for predicting potential future energy consumption of built environment,The present disclosure provides a method and system for predicting a potential future energy consumption of a plurality of energy loads in a built environment. The method includes a step of collecting a first set of statistical data associated with a plurality of energy consuming devices. The method...,success,False,The patent focuses on predicting energy consumption using statistical data analysis without involving AI/ML methods.,,energy_management,sensor_tabular,,,,,False,high,"The innovation does not involve AI techniques, focusing instead on statistical data analysis for energy prediction.",True,classical_ml,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent focuses on predicting energy consumption using statistical data analysis without involving AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": ""energy_management"",
  ""data_modality"": ""sensor_tabular"",
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation does not involve AI techniques, focusing instead on statistical data analysis for energy prediction.""
}"
